The locations of the cars in image swissimage-dop10_2022_2683-1253_0.1_2056.tif

Row 1 of the image:
2947, 1246
3903, 1166
3897, 1172
3949, 1154
3948, 1143
3996, 1131
4127, 1253
4166, 1049
4157, 1037
4158, 1030
4236, 1230
4250, 1270
4269, 1310
4254, 1286
4146, 1312
4178, 1402
4185, 1416
4193, 1442
4289, 1372
4287, 1358
4288, 1363
4202, 1466
7703, 1307
7717, 1314
7875, 1392
7894, 1401
7978, 1426
7978, 1433
8210, 1122
8201, 1115
8236, 1137
8285, 1118
8332, 1138
8334, 1070
8489, 1124
8632, 1245
8625, 1238
8846, 1303
8869, 1312
8851, 1339
8842, 1330
8862, 1393
8857, 1385

Row 4 of the image:
274, 1712
277, 1698
228, 1696
229, 1713
174, 1691
87, 1687
86, 1706
7, 1689
7, 1689
42, 1801
50, 1801
441, 1818
430, 1821
284, 1697
737, 1763
804, 1751
768, 1757
1162, 1720
1193, 1719
1202, 1732
1210, 1774
1215, 1791
1233, 1770
1317, 1702
1262, 1677
1270, 1686
1293, 1672
1289, 1658
1319, 1656
1313, 1643
1334, 1629
1394, 1601
1567, 1592
1923, 1921
1915, 1931
1910, 1937
1734, 1957
1745, 1946
1754, 1980
1556, 1574
2942, 1631
3046, 1651
3033, 1634
3078, 1718
3094, 1741
3231, 1927
4348, 1521
4249, 1592
4255, 1606
4370, 1586
4402, 1662
4397, 1644
4411, 1701
4442, 1774
4436, 1752
4465, 1823
4458, 1808
4337, 1958
4306, 1974
4040, 1899
4046, 1911
4020, 1910
4022, 1918
8893, 1519
9050, 1603
9059, 1612
9268, 1744
9351, 1844
9375, 1849
9349, 1830
9386, 1859
9402, 1870

Row 5 of the image:
655, 2145
611, 2105
850, 2297
862, 2282
931, 2356
1075, 2449
1875, 2099
1841, 2054
1877, 2106
1994, 2130
1990, 2122
2126, 2135
2137, 2126
2924, 2138
2949, 2122
2944, 2122
2936, 2234
2990, 2210
2980, 2218
2984, 2238
2957, 2274
2985, 2329
3025, 2266
3027, 2275
3042, 2298
3010, 2279
3155, 2302
3178, 2298
3194, 2274
3203, 2290
3218, 2270
3263, 2248
3315, 2325
3299, 2328
3197, 2360
3435, 2406
3444, 2415
3285, 2032
3282, 2024
3278, 2015
3398, 2245
3043, 2291
4433, 2082
4443, 2098
4630, 2350
4624, 2338
4550, 2365
4800, 2294
4813, 2292
4854, 2229
5098, 2292
5096, 2301
5173, 2172
5198, 2166
5242, 2086
5198, 2107
5022, 2163
5522, 2291
5564, 2274
5589, 2268
5573, 2282
5522, 2282
5649, 2238
5658, 2253
5749, 2261
5738, 2254
5726, 2296
5684, 2378
5670, 2370
5638, 2372
5626, 2382
5622, 2390
5572, 2342
5590, 2352
5590, 2322
5606, 2341
9802, 2117
9814, 2130
9830, 2142
9854, 2161
9867, 2172
9853, 2171
9893, 2188
9726, 2059
9734, 2066
9621, 2012
9632, 2018
9579, 2082
9606, 2094

Row 6 of the image:
1275, 2627
1270, 2633
1237, 2598
1214, 2584
1222, 2610
2294, 2607
2388, 2582
2431, 2634
2433, 2643
2383, 2569
3510, 2545
3522, 2596
3510, 2560
3539, 2652
3552, 2682
3562, 2692
3648, 2609
3646, 2923
3642, 2916
3649, 2946
3651, 2993
3650, 2978
3647, 2982
3973, 2958
3984, 2948
4714, 2609
4699, 2585
4634, 2603
4667, 2701
4674, 2707
4692, 2754
6117, 2820
6100, 2813
6082, 2802
6066, 2789
6074, 2793
6070, 2793
6007, 2896
6009, 2886

Row 7 of the image:
2864, 3433
2870, 3456
2871, 3465
2735, 3306
3196, 3320
3198, 3345
3169, 3338
3213, 3319
3218, 3332
3543, 3286
3564, 3294
3564, 3286
3791, 3255
3792, 3271
3883, 3245
3986, 3136
3965, 3138
4021, 3073
4275, 3131
4122, 3154
4130, 3154
4182, 3217
4210, 3221
4113, 3230
4115, 3250
4216, 3238
4594, 3021
4536, 3177
4893, 3114
5114, 3082
5117, 3072
5090, 3079
5090, 3074
5474, 3409
5460, 3417
5448, 3257
5441, 3235
5417, 3262
5410, 3246
5433, 3223
5422, 3458
5433, 3458
5440, 3487
5475, 3449
5493, 3431
5480, 3469
5495, 3461
5491, 3488
5491, 3488
5482, 3492
5692, 3201
5697, 3206
5670, 3214
5645, 3223
5649, 3236
5717, 3258
5717, 3254
5691, 3274
5685, 3255
5666, 3270
5641, 3301
5614, 3338
5607, 3329
5596, 3294
5590, 3287
5564, 3294
5565, 3303
5551, 3318
5542, 3302
5558, 3278
5562, 3407
5550, 3382
7116, 3297
7120, 3307
7106, 3302
9490, 3194
9479, 3195
9492, 3384
9476, 3191
9536, 3184
9536, 3204
9564, 3199
9589, 3195
9566, 3194
9587, 3210
9613, 3210
9639, 3204

Row 8 of the image:
2885, 3510
2887, 3518
2890, 3537
2911, 3640
2909, 3630
2987, 3765
2987, 3751
2953, 3842
2971, 3890
2977, 3904
5181, 3844
5179, 3852
5438, 3522
5459, 3542
5446, 3551
5466, 3578
5482, 3598
5488, 3561
5492, 3518
5521, 3510
5559, 3518
5534, 3530
5546, 3554
5506, 3577
5603, 3652
5594, 3643
5562, 3709
5540, 3735
5547, 3736
5552, 3702
6278, 3979
6482, 3936
6706, 3737
9826, 3884
9835, 3910
9825, 3918
9839, 3950
9849, 3942

Row 9 of the image:
58, 4458
991, 4178
991, 4120
994, 4182
1008, 4179
1013, 4154
3142, 4024
3130, 4038
3187, 4092
3088, 4284
3110, 4266
3094, 4296
3173, 4350
3174, 4345
3180, 4379
3206, 4390
3174, 4384
3224, 4414
3236, 4434
3229, 4444
3252, 4457
3256, 4453
3259, 4490
3268, 4479
3805, 4460
3803, 4449
3784, 4478
3785, 4491
3762, 4484
3756, 4465
3736, 4478
3731, 4477
3732, 4473
4484, 4295
4478, 4288
4467, 4298
4448, 4309
4370, 4450
4326, 4458
4354, 4452
4379, 4439
4301, 4459
4258, 4471
4242, 4478
4174, 4487
4131, 4381
4160, 4390
4168, 4400
4135, 4396
4445, 4320
4464, 4310
4550, 4385
4539, 4390
4638, 4344
4670, 4334
4683, 4328
4728, 4310
4700, 4315
5336, 4095
5336, 4106
5370, 4175
5415, 4274
5427, 4290
5446, 4323
5452, 4332
5449, 4332
5414, 4334
5419, 4348
5616, 4199
5610, 4187
5651, 4190
5970, 4244
5790, 4368
5685, 4440
5678, 4446
5780, 4476
5992, 4335
5647, 4267
5655, 4291
5647, 4286
6063, 4152
6161, 4107
6138, 4122
6257, 4047
6244, 4050
6142, 4191
6161, 4176
6330, 4247
6347, 4242
6361, 4292
6353, 4293
6367, 4310
6379, 4300
6399, 4322
6386, 4328
6378, 4342
6399, 4344
6409, 4335
6437, 4203
6463, 4210
6482, 4232
6468, 4225
6489, 4248
6479, 4254
6473, 4257
6466, 4413
6417, 4427
6489, 4413
6428, 4422
6166, 4107
6234, 4054
6574, 4053
6570, 4058
6649, 4150
6637, 4152
6517, 4157
6512, 4167
6540, 4203
6521, 4280
6529, 4301
6596, 4276
6588, 4286
6679, 4186
6686, 4174
6693, 4200
6704, 4198
6818, 4222
7477, 4296
7466, 4288
7438, 4288
7457, 4283
7481, 4280
7420, 4305
7410, 4292
7394, 4296
7370, 4292
7836, 4404
7834, 4428
7838, 4453
7836, 4447
7828, 4481
7946, 4472
7928, 4473
7952, 4422
7950, 4385
7935, 4383
7954, 4357
7967, 4356
7946, 4332
7946, 4496
7936, 4493
7951, 4452
9194, 4311
9191, 4334
9308, 4217
9308, 4208
9266, 4206
9341, 4334
9296, 4409
9311, 4418
9274, 4413
9354, 4422
9347, 4421
9440, 4438
9430, 4435
9569, 4450
9543, 4446
9858, 4469
9914, 4478

Row 10 of the image:
274, 4760
241, 4771
245, 4769
766, 4610
2436, 4580
2427, 4572
2468, 4538
2566, 4710
2532, 4678
2518, 4666
2519, 4640
2546, 4697
2605, 4746
2594, 4730
2649, 4790
3321, 4931
3331, 4927
3253, 4979
3237, 4990
3278, 4509
3837, 4756
3844, 4762
3525, 4760
3506, 4778
4023, 4744
4043, 4759
4037, 4773
4078, 4900
4093, 4914
4096, 4934
4103, 4946
5179, 4775
5169, 4780
5129, 4799
5122, 4810
5027, 4925
5035, 4920
5626, 4512
5609, 4615
5608, 4626
5736, 4603
5738, 4619
5658, 4702
5745, 4743
5743, 4734
5736, 4815
5747, 4835
5735, 4830
5759, 4848
5770, 4855
5956, 4958
5963, 4963
5968, 4897
5938, 4992
5770, 4875
6183, 4527
6198, 4522
6190, 4568
6332, 4530
6361, 4567
6393, 4624
6379, 4561
6431, 4682
6464, 4748
6325, 4703
6275, 4695
6245, 4686
6203, 4676
6195, 4690
6250, 4687
6272, 4704
6427, 4881
6425, 4915
6406, 4901
6008, 4952
6025, 4974
6491, 4815
6442, 4950
6514, 4828
6538, 4860
6503, 4836
6554, 4854
6561, 4855
6557, 4885
6562, 4883
6827, 4757
7196, 4710
7287, 4742
7330, 4719
7960, 4521
7931, 4521
7833, 4522
7830, 4576
7829, 4635
7826, 4618
7823, 4568
7518, 4727
7538, 4733
7558, 4738
7580, 4737
7656, 4731
7614, 4716
7594, 4718
7513, 4750
7538, 4742
7558, 4754
7513, 4825
7858, 4852
7859, 4834
7914, 4970
7833, 4516
7832, 4562
9745, 4824
9542, 4559
9558, 4530
9548, 4577
9901, 4846
9870, 4842
9889, 4840
9759, 4822
